product_skus, product_id, brand_id, is_finished_verifying
['8040412845839', '5389792938773'], 16254175, 111461, None
['2302683169349', '7477527640447'], 16256547, None, None
['1992209156871', '7269476069239'], 16296383, 111461, None
['1392337833109', '1201602982681', '4112191882894', '3640880464966'], 16298364, 111461, None
['8171985217089', '4843703425000', '8650551454078', '5135168013434', '8220658518406', '2554484672604', '9910913817377'], 16336412, 111461, None
['6206102647462', '8351388229500', '1334566230397', '2631459873166', '5136607050139'], 16375435, 111461, None
['4280708672914', '1210136847267', '5343309424258', '4036068510026'], 16464321, 40633, None
['4795149007091', '2867648440036', '1485822168586'], 16518796, 111461, None
['4993857510975', '6855021605383'], 16643762, 111461, None
['8728657252789', '9969925892866', '3678653736460', '7242867100063'], 16667633, 111461, None
['8111891619645', '6534330083999'], 16707695, 111461, None
['7069718380593', '3600348442370'], 16709150, 360539, None
['8149922279254', '2880537390571', '1643557025325', '7603090868784', '8708474054676', '8474565079993', '6291850222704', '6803567964553', '5678867520022', '7482727184947', '2170215449386', '5691574963606', '4798625834444'], 16828452, 111461, None
['6239816973626', '9845083458727', '6534608429481'], 16916252, 111461, None
['6070194250301', '6722929797932'], 16942474, 19073, None
['3466676055367', '6856281617437'], 16957386, 111461, None
['6417955307018', '8964910847440'], 16980662, 111461, None
['4031096806395', '7419673127779'], 16981533, None, None
['6770494659940'], 17056129, 111461, None
['7240716187791', '8621534613768'], 17449289, 181877, None
['8527322036019', '3055257882708', '2145290375196'], 17476292, 114568, None
['8697641780570', '9728955817665', '9256525529835', '6424994579405', '6372784819760', '5829958193580', '1359127264918', '7619781409130', '5959380746557'], 17620717, 111461, None
['4814522477433', '9650543045450', '7139978420226'], 17954362, 111461, None
['5850414931927', '2195325823682', '7730656276360', '2716784383564', '8623659032516', '9515674864471', '2552165040733', '8225186608916', '3931242407578', '1079654072539'], 18011837, 111461, None
['4112271481207', '6595995456849', '5656824431428', '2866495383196'], 18288302, 179693, None
['1478736328443', '4856975900885', '3708528899034'], 19292330, None, None
['5172562062125', '4591017515176'], 19462200, 147856, None
['5188202487753', '6739185711824'], 19553721, 111461, None
['6022281994087', '5610450961919'], 19563949, 47663, None
['7114389087019', '4599415040610', '5296340721130', '6093047284975'], 19616877, 111461, None
['1338590907980', '8967996611387'], 19655456, 409235, None
['2721661820766', '8317983189960', '9591560335865'], 19770229, None, None
['5888683060390', '1894666192969'], 19803125, 33203, None
['6488575305647', '5692667641402'], 19841777, 446893, None
['5458076865996', '4249344418508'], 19901331, 194403, None
['5773394204693', '3152602199990', '1450712359160'], 20025334, 111461, None
['9120400159311', '4441399033402', '3890098250984'], 20100313, 111461, None
['4711334380633', '2143081120040', '6573702282691'], 20123431, 407561, None
['5808320912547', '4996002854443'], 20131603, 65122, None
['5274671440990', '2667404936526'], 20145604, 65122, None
['3653786010151', '4621852896236'], 20148296, 168073, None
['4256626223040', '9498914291156', '9660897443949'], 20243395, 19061, None
['6906856453240', '7059464402977', '6906789300901', '3177488263719', '8585477763907', '4883704526153', '7437983509276', '9065871074100', '4000665255643', '9760199028902', '4232927633467', '9993077117431'], 20246135, 111461, None
['6498435374294', '9809059166863', '9724603099542', '5164857712812', '2888185480629', '4804376471639'], 20259963, 111461, None
['8160499272530', '5548631767671', '5966513548741', '8200172328287', '5772218249203'], 20259965, 111461, None
['7691743524446', '7571145758700', '6016754235044'], 20266685, 111461, None
['1913484519625', '2629034115818', '5581526562199', '3949602308989'], 20273875, 111461, None
['7363664614819', '6608872690486'], 20394203, 299449, None
['5754942310646', '4612636713764'], 20469442, 111461, None
['1633194503874', '6357200819692'], 20469819, 415967, None
['6145254639836', '5420592846339'], 20470519, 273971, None
['1217239463721', '7875462405624'], 20498987, 318419, None
['9195032943058', '1317735135624', '3810543100382', '2780259153518', '3014646498487', '4458117665760', '4140963471967', '6352598513937', '3320097482707', '7133777634129', '4934041772324', '8716162958261', '8473127035511', '8679093151553', '5219641576610'], 20542689, 111461, None
['4630876587174', '3318343445431'], 20550828, 452987, None
['4430575911641', '9425315892477'], 20576303, 451159, None
['3955719175860', '8869527838808', '8894970627631', '5114394233236'], 20634620, 111461, None
['4338164251461', '8038718934005'], 20779401, 354683, None
['5722245045480', '1640477770540'], 20808738, 50807, None
['1237662720772', '2203810222725'], 20818444, 50807, None
['2024995266119', '5149694800642', '1997699201438', '4547961507781', '7464758318818', '2341011574835', '6737027965338'], 20882304, 111461, None
['6978646272157', '2139772653636'], 20946941, 111461, None
['8070601476339', '9883025890716', '9459122353272', '4635091908691', '9317094609225', '6600476651328'], 20997264, 111461, None
['8330759318494', '9374442985135'], 21009256, 411791, None
['9965172043303', '2143300050790', '5480668730776'], 21060533, 111461, None
['5737545525051', '4833944699100', '8640105907785', '5667402324018', '8920289847185', '9633398496306', '4877703569581', '2898131808489', '6754668864173'], 21066002, 111461, None
['1010172045234', '8098919640013'], 21164173, 65122, None
['7665858038044', '9044898382498'], 21170625, 411295, None
['4480429832660', '9065348019429'], 21172157, 465025, None
['6923054598108', '7203382627213', '3332185324396', '7410386995839', '8310917319761'], 21176447, 111461, None
['3254141019590', '8363712880943'], 21198695, 111461, None
['3522050146875', '3574189293289'], 21199096, 65122, None
['6487444469534', '8015259375436', '9971510427704'], 21242709, 111461, None
['1087390335171', '4635206427892'], 21257768, 65122, None
['7164628031921', '7769264446780', '9032522971170', '3673805768399'], 21266558, 25422, None
['6684467195826', '2875629116566'], 21286488, 65122, None
['1388896911495', '9617337071736'], 21286716, 65122, None
['7569077783733', '8480257012025'], 21326238, 235263, None
['7775386959749', '7126701376909', '4020334216546'], 21400512, 111461, None
['2504742529198', '9142601340145', '1937151574988', '4549226414865', '8185340206557'], 21413482, 111461, None
['9743102976729', '2027985570551', '9972297176551', '6115096971536'], 21428947, 111461, None
['8439816358517', '9356546302919'], 21477585, 161155, None
['2938167100548', '4969805079115'], 21491986, 463611, None
['7515925354617', '7055901227905'], 21536944, 111461, None
['5408987589801', '2118574755818', '1142855072944', '8818538188877', '4335568819258'], 21555337, 111461, None
['9991577607574', '1529966120206'], 21561796, 111461, None
['9778151586636', '6853043393066', '8578668024970'], 21599159, 111461, None
['7081055846303', '6399183452008', '5150409655061'], 21604779, 111461, None
['9856327908410', '2513431419603'], 21732399, 111461, None
['5308287701371', '2434281207496', '5239908622112', '3819608834774', '8678974839524', '4541160234097'], 21749453, 111461, None
['4748862475920', '7476194623920'], 21754318, 111461, None
['8673160277302', '5242266145049'], 21946149, 408869, None
['9023578189954', '5762260430106'], 21982057, 17856, None
['7007110384535', '6426141381138'], 22086313, 111461, None
['2917072147558', '1863358558444'], 22094005, 65122, None
['9936780290717', '9977277496229', '6535054239465'], 22110513, None, None
['7897894755429', '2722201080244'], 22130319, 49242, None
['1018975974836', '8698553732350'], 22136718, 181877, None
['4643459666890', '7390324954022'], 22136720, 181877, None
['1178718143827', '6618484665741', '5082359763500'], 22197054, 111461, None
['7721368330341', '4845624815861'], 22232955, 111461, None
['3710470712637', '5782562613823'], 22249450, 427763, None
['9133901736882', '4177902452919'], 22259191, 111461, None
['4431061055399', '7634041418093'], 22282985, 63747, None
['1578465008101', '4781296380248', '5238577949575'], 22390426, 467679, None
['1566376616614', '5225472136476'], 22427009, 216659, None
['8663865248745', '1159821079425', '2511619479647', '3204050758022', '1943506962721'], 22436031, 21651, None
['7831843314916', '8701988558348'], 22506831, 111461, None
['2085225006875', '3641825942488'], 22653271, 65122, None
['3927364642615', '7542354205043'], 22819297, 111461, None
['9970708478429', '1026280433504', '5937531879797', '5704092984297', '5832525293323', '4434921820717', '6281985491388', '4116328510018', '1284158334296'], 22835578, 111461, None
['3566971558010', '9264875258428'], 22969893, 221061, None
['1409168554209', '3302678908235', '9877536849688'], 23022119, 111461, None
['5199101143862', '2850299550902', '2800185478535'], 23035525, 200189, None
['3139944527742', '1172287527571'], 23088699, 111461, None
['1596108551906', '5070641885057', '6579889550073', '3742566284025', '4045018852490', '5417057094091', '1261741772877'], 23154062, 111461, None
['9459392397303', '8427213017137'], 23169862, 111461, None
['4809347862359', '4469407811361'], 23376450, 111461, None
['9971393831988', '3866416069478'], 23376474, 111461, None
['3623137216372', '4754348114634'], 23447665, 111461, None
['6580250080686', '4854076642222'], 23497721, 111461, None
['8376723554208', '6740591887546'], 23577407, 111461, None
['3071265422774', '4925345801258', '8489229910208', '3217835964500'], 23628188, 111461, None
['6858551544740', '1217705492477'], 23679237, 111461, None
['6775623792864', '2088345300960'], 23680234, 111461, None
['2269971955544', '1852143798646', '1998041321644', '6653329241872', '5011241752515', '5541912682799', '6793702257184', '8671110490065'], 23756356, 111461, None
['4552508052891', '8220916001706'], 23821230, 18805, None
['6001788725646', '3864866116308', '2940190244388'], 23896086, 33203, None
['9165458804592', '8290689008394'], 23919520, 65122, None
['4000377467044', '7025830963809'], 23919525, 65122, None
['3759063537578'], 24023643, 111461, None
['1167962035552', '6451530026772'], 24125490, 65122, None
['5805223870943', '8140266342147'], 24143088, 65122, None
['5983580701374', '7523711945994'], 24210063, 18805, None
['8658303562187', '3546843691939', '7901955743673', '7116150316564', '1567719990938'], 24243123, 370711, None
['2979994527528', '1874709642781', '5366909954215'], 24246161, 488997, None
['4915283192068', '3379228593401'], 24260118, 111461, None
['5986278265295', '6083416006778'], 24281544, 111461, None
['3741934511695', '4712177457247'], 24371674, 18805, None
