Pmaster Sku,Pageview,Selection
6619136029119,378,1
7944454223475,378,1
8029897665668,378,1
9174715466657,378,1
9189988623850,378,1
9775169778848,378,1
9794374210264,378,1
1048732883194,377,1
1274771330775,377,1
1389548457574,377,1
1960643816897,377,1
4169612752892,377,1
4432158195752,377,1
5094687548998,377,1
5460583414925,377,1
5685822470436,377,1
7273713828131,377,1
7518097344592,377,1
7839431506743,377,1
8297614982040,377,1
8797205932763,377,1
1253276587488,376,1
1293888376353,376,1
1357610806942,376,1
2288257507505,376,1
2990608800448,376,1
3017927855405,376,1
3469402473108,376,1
3905379157865,376,1
5013546003942,376,1
5219524496472,376,1
5410030136030,376,1
5676128357941,376,1
6302773017107,376,1
6482158645083,376,1
6486975446505,376,1
6900998329296,376,1
7525470534457,376,1
7647720314524,376,1
8101958845193,376,1
8325180879843,376,1
8641077376302,376,1
9183548968252,376,1
9562913260663,376,1
1496063714968,375,1
1600139221032,375,1
1949748454258,375,1
3107427900399,375,1
3177121639116,375,1
3551594025544,375,1
3705733203922,375,1
3859684960554,375,1
3920996156260,375,1
4131608254194,375,1
5140071280637,375,1
5469954557735,375,1
6080142333154,375,1
6232246649400,375,1
6502786898030,375,1
7116229169503,375,1
7861746041879,375,1
7863562814375,375,1
8787420605399,375,1
2876277081817,374,1
2992524104662,374,1
3307884855595,374,1
3391413248361,374,1
3905390454341,374,1
3954396018239,374,1
4541139394470,374,1
6308567490697,374,1
7279819836374,374,1
1803939791082,373,1
2512111993204,373,1
2645036775312,373,1
2745322691935,373,1
3703419411593,373,1
4125867772320,373,1
7160834168270,373,1
7415206793985,373,1
8107592981846,373,1
9445317576441,373,1
9869848785033,373,1
9884482005435,373,1
1312896200471,372,1
1613683405100,372,1
1875954727766,372,1
1949767111362,372,1
2489312499135,372,1
2608394644304,372,1
3185346317504,372,1
4147995754818,372,1
4347606525169,372,1
5549473893535,372,1
6128054207924,372,1
6684519443221,372,1
6952895525660,372,1
7152937667009,372,1
7622010840419,372,1
7754410910062,372,1
9485358955836,372,1
9642952639613,372,1
1937417764807,371,1
2747652270860,371,1
3814202215896,371,1
3880039774779,371,1
4060990546052,371,1
4614933191610,371,1
5066056245814,371,1
5216947609274,371,1
6310364753879,371,1
6798408114770,371,1
8104596155082,371,1
9204621257619,371,1
9993774091279,371,1
1048957662314,370,1
1684649866367,370,1
2218224415502,370,1
2268790992097,370,1
2651293355384,370,1
3264385797352,370,1
4139624517086,370,1
4710400913782,370,1
5934755553119,370,1
7553487654851,370,1
8337001916927,370,1
8648067446939,370,1
9090986129650,370,1
1810112060576,369,1
2744066515501,369,1
3556373284761,369,1
5805728029969,369,1
5912737652968,369,1
6486706604034,369,1
7553101185564,369,1
7609499751561,369,1
7960415111414,369,1
8116559435674,369,1
9018035731887,369,1
1170981009886,368,1
1548721857637,368,1
1952827697193,368,1
2027435063453,368,1
2139443709978,368,1
3109587322066,368,1
3705022148835,368,1
3996872456711,368,1
4149117772922,368,1
4609800977921,368,1
4701849597497,368,1
4987999485079,368,1
5351949114574,368,1
6319576275328,368,1
6505609133356,368,1
6686226461418,368,1
7165945412950,368,1
7994615899223,368,1
8683270194243,368,1
8799355531247,368,1
9139417047785,368,1
9204046076482,368,1
9215514704783,368,1
9635081295427,368,1
1259612950961,367,1
1739754043627,367,1
1744202170589,367,1
2170945796141,367,1
2291205815638,367,1
2989230442494,367,1
4573834163402,367,1
4764878449700,367,1
4954587559567,367,1
5325596576667,367,1
5548343784331,367,1
5839856615039,367,1
6036006315439,367,1
6245056738251,367,1
6620324611859,367,1
7371225114982,367,1
7456191996067,367,1
7818710989453,367,1
8286791965472,367,1
8889632779759,367,1
9290235988426,367,1
9679005642624,367,1
9813009386942,367,1
9968037366548,367,1
2950520499434,366,1
3038875031314,366,1
3332270283070,366,1
3871579658933,366,1
4291108040838,366,1
4297440416926,366,1
4509063216558,366,1
5042825377535,366,1
5098579263020,366,1
5527317114206,366,1
5691954216842,366,1
7331106927391,366,1
8129300235157,366,1
8147219631747,366,1
8645475528232,366,1
8860605306707,366,1
9945609395373,366,1
1242596444656,365,1
1542045598320,365,1
1622601157878,365,1
1966230311521,365,1
2466750539219,365,1
2692606653537,365,1
4931969716104,365,1
5431222851005,365,1
5812731002407,365,1
6707909023911,365,1
1436751816437,364,1
1926520113206,364,1
1958192504389,364,1
2018172296143,364,1
2193171168124,364,1
2411860462231,364,1
3409341057860,364,1
3501450103268,364,1
3513801606274,364,1
3560156092481,364,1
4252876721251,364,1
4967588899937,364,1
5759756705596,364,1
6326704822312,364,1
6884183731265,364,1
8136873083955,364,1
8253809306310,364,1
8605775289991,364,1
8890681844413,364,1
9044245374367,364,1
9132143983269,364,1
9267295310080,364,1
1457896146210,363,1
2522847961040,363,1
3352775724144,363,1
4034220277028,363,1
4229240333426,363,1
4426338608330,363,1
7565532689466,363,1
8001263027577,363,1
8612683043018,363,1
9698238917019,363,1
9897281587877,363,1
1445195614561,362,1
1806880074617,362,1
2073577452724,362,1
3732739289261,362,1
4363582375946,362,1
5953889345418,362,1
6031775403158,362,1
6163404912592,362,1
6468905967400,362,1
7173826700973,362,1
7303958669125,362,1
7961069269551,362,1
9277719352794,362,1
1433771174981,361,1
2059396156066,361,1
2511658203135,361,1
2513657513192,361,1
2722970658361,361,1
3626311780409,361,1
4893670113219,361,1
5353727204695,361,1
6378791812282,361,1
6543120917209,361,1
6699890664788,361,1
6855070047189,361,1
6904401802666,361,1
6977329731588,361,1
8118228464046,361,1
9459675479974,361,1
9504497955993,361,1
1314833696835,360,1
2646525728852,360,1
3209113575000,360,1
3244279545986,360,1
3373895396068,360,1
4348498007637,360,1
4865318978054,360,1
5292974028807,360,1
5329329484595,360,1
6803934053616,360,1
7202055511927,360,1
7216045686152,360,1
7245901426129,360,1
7648829572969,360,1
7710577073316,360,1
8031026560083,360,1
9646791083702,360,1
9691338429258,360,1
9831292553247,360,1
1859272844824,359,1
2334301649025,359,1
2515426086418,359,1
2598046130164,359,1
2625927366879,359,1
2886329568067,359,1
3947587089653,359,1
4440250503036,359,1
4779031086203,359,1
5639170342020,359,1
7058240934688,359,1
7212656949395,359,1
7239080742163,359,1
8500764343396,359,1
9349826889316,359,1
9997525677309,359,1
1282318966561,358,1
1689041564567,358,1
1921818562383,358,1
2218020342293,358,1
2326232375357,358,1
3688766573685,358,1
3803003744158,358,1
5165423036311,358,1
6701241427482,358,1
7173702640874,358,1
7701213583542,358,1
8650665149563,358,1
9281502367345,358,1
2933010680260,357,1
3830671396877,357,1
4806831698708,357,1
5449507907835,357,1
5907239320310,357,1
6550004556952,357,1
6661054973340,357,1
6811034304699,357,1
7005633151752,357,1
7594274361576,357,1
8163112966114,357,1
8970891370899,357,1
9862927449567,357,1
1220560808581,356,1
1235523807471,356,1
1426134359994,356,1
1748054157590,356,1
2514790769330,356,1
2581651869935,356,1
4610892396493,356,1
6706874410555,356,1
7015712701858,356,1
7433505527704,356,1
7504393174711,356,1
7870927443388,356,1
7960473795084,356,1
8856507505782,356,1
9183660278341,356,1
9930670242699,356,1
1231299656381,355,1
1254033017507,355,1
1404319460576,355,1
2233426129768,355,1
2903565065324,355,1
3301846441905,355,1
3861865937983,355,1
4263067080743,355,1
4450007258281,355,1
4970555117804,355,1
4997180864750,355,1
5047601749711,355,1
5096872028933,355,1
5944614557985,355,1
6801189898082,355,1
7028880343164,355,1
7288838813104,355,1
7555471753151,355,1
8302496941158,355,1
8724095265103,355,1
1516828464133,354,1
3366060282686,354,1
3566315602577,354,1
4073269514973,354,1
4635891245229,354,1
4966197302869,354,1
5475065623733,354,1
5917000887171,354,1
6099339381391,354,1
6288989469429,354,1
6505498689729,354,1
6608162359901,354,1
6794635012159,354,1
7771880466295,354,1
8033475138059,354,1
8059723096021,354,1
8152092923544,354,1
8406395601691,354,1
8904509458039,354,1
9205007701313,354,1
9242148953560,354,1
9487615661375,354,1
3953313616758,353,1
3998868209334,353,1
4285063142805,353,1
4574029722138,353,1
4957218334051,353,1
5362178077785,353,1
7376625040763,353,1
8348630618599,353,1
8662621012095,353,1
9439759530154,353,1
9562560529618,353,1
9624436084198,353,1
1611513783893,352,1
2517746082767,352,1
2930413728148,352,1
5270067428566,352,1
6971578684722,352,1
7036156797880,352,1
7196995967510,352,1
7266231168336,352,1
7827961677200,352,1
8104367000344,352,1
9160539826074,352,1
9666177174640,352,1
2387437087537,351,1
2839607148192,351,1
2847849669276,351,1
3221302353305,351,1
4896682973499,351,1
6298881043535,351,1
6464513645738,351,1
6493618214091,351,1
6606951112584,351,1
7294940982587,351,1
8101253616993,351,1
8842746499371,351,1
9747567796595,351,1
1422464777349,350,1
1606051703600,350,1
2890517813433,350,1
3841292640355,350,1
5922469649369,350,1
5945799250427,350,1
5951777288281,350,1
6097325136405,350,1
6499072487323,350,1
7560106222100,350,1
8431970321772,350,1
9119971084727,350,1
9891642731442,350,1
1567389354500,349,1
1670572325888,349,1
2297744003772,349,1
2376843433885,349,1
2556300879498,349,1
3118886931216,349,1
4142306234065,349,1
4492909805217,349,1
4870090046341,349,1
5335356526986,349,1
8120979105185,349,1
9125169926669,349,1
9290868683866,349,1
1726300397365,348,1
1733852281395,348,1
1834677527527,348,1
3550594360990,348,1
3964911105391,348,1
4534203245990,348,1
4675177695302,348,1
5155406338334,348,1
5533507789178,348,1
7110592928700,348,1
8025386701596,348,1
8266483101325,348,1
8392120609709,348,1
8407844455911,348,1
8441343326136,348,1
8952615575119,348,1
9639138517864,348,1
1105031007239,347,1
1232628122034,347,1
1344220567625,347,1
2269429052207,347,1
2611735953971,347,1
4570862214334,347,1
4950247571739,347,1
6206972786551,347,1
6899093155735,347,1
6936598073994,347,1
7197414667689,347,1
7333676698800,347,1
7454166526936,347,1
7535571475412,347,1
7707597999306,347,1
7740670699588,347,1
7928529177634,347,1
8121567286699,347,1
8651342770308,347,1
9146200375621,347,1
4683860406814,346,1
4721452705218,346,1
4964048852466,346,1
7922784332297,346,1
8314572304353,346,1
8340894626040,346,1
9018465668513,346,1
9295010576626,346,1
9690077600053,346,1
1196220485440,345,1
1223865934511,345,1
1262734306789,345,1
3142533899144,345,1
3363469194541,345,1
3905956358632,345,1
4684948489330,345,1
5237329827508,345,1
6536203518196,345,1
7334574604028,345,1
7670028249860,345,1
8233722124835,345,1
9650113424975,345,1
9983646772629,345,1
1032364589929,344,1
1153839495406,344,1
1331451947957,344,1
1368332058335,344,1
1765315326624,344,1
2893630630512,344,1
4562885391825,344,1
5043127339566,344,1
5556589983278,344,1
5726340772180,344,1
5771921119175,344,1
6202272897188,344,1
6248910059921,344,1
6427219022069,344,1
8102332519099,344,1
8866806983877,344,1
1514191610487,343,1
1825401131195,343,1
2429615625558,343,1
2437107690618,343,1
2538217940980,343,1
2713301313257,343,1
2842383485443,343,1
2885241315063,343,1
3627727543343,343,1
3930891428454,343,1
4283976617878,343,1
4619225623794,343,1
5707756308262,343,1
7633589644001,343,1
7856842112707,343,1
8044466954561,343,1
8078858870658,343,1
8896982659112,343,1
9233289619796,343,1
9784023445978,343,1
9793716998974,343,1
1437754968985,342,1
1790472258261,342,1
1929732808083,342,1
1943493120550,342,1
3678411102601,342,1
3816025094811,342,1
4449664579038,342,1
4504074393335,342,1
4583959731554,342,1
5338278997100,342,1
5770174188198,342,1
6115530266605,342,1
6496375164968,342,1
6729944040440,342,1
7045700539330,342,1
7091765180008,342,1
7395460022543,342,1
8174105796596,342,1
9141560238883,342,1
9673087482987,342,1
9865998081370,342,1
1879090412121,341,1
2282606040378,341,1
2289665674126,341,1
4298389391284,341,1
4334127326443,341,1
4345379677344,341,1
5023462929066,341,1
5531921621531,341,1
6028926347560,341,1
6085154665866,341,1
6150057806439,341,1
7445887082559,341,1
8782432295412,341,1
9194769014574,341,1
2188138605583,340,1
2444575309881,340,1
2522702586371,340,1
3138628152041,340,1
3371330649434,340,1
3645842922072,340,1
4264810554320,340,1
7376596836518,340,1
8080777928051,340,1
9317576984695,340,1
9863537861183,340,1
9875992291528,340,1
1407912028189,339,1
2055071704102,339,1
2297845117008,339,1
2305079849009,339,1
2380902785662,339,1
2622286818803,339,1
3000779415538,339,1
4040556760313,339,1
4648077665621,339,1
4947335686171,339,1
4954831326756,339,1
5329484404599,339,1
6453475480435,339,1
6842322857405,339,1
7005937343674,339,1
7476570013734,339,1
7839352103786,339,1
7953280571673,339,1
8096110039339,339,1
8194872428832,339,1
8217038757801,339,1
9127506730475,339,1
9567616105204,339,1
2151961998443,338,1
2902839406200,338,1
3339401062018,338,1
4301363081375,338,1
5005626679440,338,1
5139885137877,338,1
5357984991172,338,1
5934408429143,338,1
6164705084148,338,1
6240366268407,338,1
6338032770863,338,1
7612466847902,338,1
9510458154459,338,1
9872374953449,338,1
1636422605914,337,1
1840918276604,337,1
2033412680650,337,1
2109585919535,337,1
2153546747156,337,1
2376866092137,337,1
2601165659331,337,1
2823887875268,337,1
3153090465413,337,1
3169835857666,337,1
3475410959205,337,1
4269795096292,337,1
4666773573454,337,1
6759680129146,337,1
6918995453258,337,1
6959263694003,337,1
6964660000296,337,1
7489937905016,337,1
7748592757497,337,1
8055805748185,337,1
9674687501313,337,1
9969906367307,337,1
1010364872167,336,1
2479774581998,336,1
3251154908859,336,1
3679572047545,336,1
3906064867917,336,1
5051392072197,336,1
8016295529791,336,1
8673380336636,336,1
8999875523439,336,1
9124705687548,336,1
9192950245325,336,1
9328814422209,336,1
1333803394625,335,1
1388294458066,335,1
2381830478862,335,1
2573467108964,335,1
2581470136805,335,1
2625614867108,335,1
2930984559066,335,1
5442426694107,335,1
6471925996135,335,1
6508187706110,335,1
7818693762074,335,1
8242662638470,335,1
2210267806231,334,1
2307236899201,334,1
3227465733954,334,1
3704509434416,334,1
3734192961128,334,1
3953452865414,334,1
3989983275063,334,1
4216139240942,334,1
5257671092727,334,1
6601205551881,334,1
7974653086027,334,1
8831437568472,334,1
9788354664635,334,1
9888466444948,334,1
1249054969737,333,1
2225731833750,333,1
2297347758345,333,1
2449730116595,333,1
2824422396293,333,1
4159554939451,333,1
4959980768430,333,1
5663770835187,333,1
6005586837809,333,1
6152747410193,333,1
6742710892677,333,1
7040978146393,333,1
7923179722616,333,1
8306142206143,333,1
9705367245026,333,1
1007416270195,332,1
1183435724396,332,1
1184181984911,332,1
1563887409404,332,1
2422828777571,332,1
2497810463008,332,1
2935925698149,332,1
2974361868976,332,1
3553100707814,332,1
4496696545233,332,1
4647741374930,332,1
5293401147633,332,1
5326157603341,332,1
6133062881318,332,1
6861595685100,332,1
7459466414212,332,1
7714824582938,332,1
7805565887218,332,1
7951091410922,332,1
7972635159763,332,1
8103417100348,332,1
8757563605200,332,1
8985128258156,332,1
9603485764361,332,1
1573123234010,331,1
1945197727384,331,1
2611712630737,331,1
2740081991297,331,1
2827559096197,331,1
3137369889285,331,1
4048505814834,331,1
4257304870297,331,1
4831619642164,331,1
5602821989905,331,1
6450915787635,331,1
7428616324403,331,1
8638979375953,331,1
8969390232876,331,1
9543760645384,331,1
1136957977580,330,1
1399057198013,330,1
1682718899009,330,1
4005653484043,330,1
4390201684540,330,1
4997483762975,330,1
5136983407989,330,1
5856574550602,330,1
5875430431251,330,1
6210843667556,330,1
7669890630259,330,1
7757103442533,330,1
7897890165291,330,1
8456080919756,330,1
8519506694764,330,1
8849061453137,330,1
9268283590385,330,1
9858957768792,330,1
1353283320556,329,1
1550130466958,329,1
1611008073782,329,1
2515109623268,329,1
2836948658847,329,1
3462300924351,329,1
3849879432249,329,1
4461362611155,329,1
5049792821396,329,1
5154464867855,329,1
5388397050088,329,1
5615431051961,329,1
6485736124311,329,1
7442525392285,329,1
7621203625604,329,1
9887021367821,329,1
1142396726658,328,1
1169246477936,328,1
2208183162371,328,1
2658448621103,328,1
2789807512061,328,1
3255025494168,328,1
3388978723776,328,1
3916164493314,328,1
4337073595321,328,1
4511287504359,328,1
4650388096346,328,1
4879740830700,328,1
5437850009788,328,1
5449886814236,328,1
5536470497002,328,1
5649935622748,328,1
5660933372039,328,1
5738275945485,328,1
6091687674404,328,1
6704145187605,328,1
6988717529132,328,1
7464626958764,328,1
7699798777770,328,1
7841491106757,328,1
8135563258956,328,1
1139767765549,327,1
1862289018669,327,1
1876692568178,327,1
2545473084747,327,1
2896544681069,327,1
3290208337009,327,1
4757255353893,327,1
5343423221306,327,1
5527444781714,327,1
6229840733167,327,1
7257642600607,327,1
7502395786185,327,1
7789563882744,327,1
7840981299625,327,1
8106993736086,327,1
8139784046279,327,1
8999472773197,327,1
9197508257027,327,1
9687184392827,327,1
9995598587464,327,1
1293139616980,326,1
1699323471179,326,1
2436338861101,326,1
2475467776139,326,1
2528877907171,326,1
2870007597388,326,1
4450883346522,326,1
4546065489474,326,1
5703124629588,326,1
6009026632091,326,1
7401103202392,326,1
7961470457554,326,1
8229406194263,326,1
1478193941519,325,1
2231662537483,325,1
2247616129086,325,1
2536359402120,325,1
4738491085195,325,1
5171841020936,325,1
6731159469649,325,1
6973945388080,325,1
7307455282108,325,1
8239201939776,325,1
8457128173819,325,1
8817508048334,325,1
9072941955825,325,1
9323872081179,325,1
9374935119023,325,1
1568436011193,324,1
2073193464551,324,1
3043475820156,324,1
3079634718640,324,1
3284965711758,324,1
4198152952998,324,1
5323499828991,324,1
5396196397082,324,1
5885485845182,324,1
6790026928498,324,1
7131979187560,324,1
7576087902248,324,1
7975199182192,324,1
8012254867850,324,1
1131651759661,323,1
1183914711756,323,1
1268489708314,323,1
1742611850789,323,1
1805107571137,323,1
2055740066999,323,1
2365316868903,323,1
2591895174752,323,1
2804432017586,323,1
2958925793171,323,1
4078853285789,323,1
4737695776111,323,1
6132568549012,323,1
6156402116192,323,1
6427437977189,323,1
6477747925486,323,1
6739491019720,323,1
7534777922096,323,1
8847486569902,323,1
1158601241816,322,1
1319769642697,322,1
1404867984522,322,1
2083613875744,322,1
2335634330581,322,1
3059127485961,322,1
4150581388939,322,1
4194391988572,322,1
4911319009101,322,1
5420813431344,322,1
5546809373136,322,1
5620973885708,322,1
6274545549940,322,1
6721153560497,322,1
7513415942306,322,1
7705137550468,322,1
8003711612106,322,1
9802574348615,322,1
1370225088084,321,1
1440288250954,321,1
2503988367472,321,1
2576383195902,321,1
2970052629281,321,1
3899269896694,321,1
4178150285267,321,1
5269904086021,321,1
6501189927712,321,1
6678243134918,321,1
7552911108619,321,1
7627557700883,321,1
7633301316711,321,1
7773962422786,321,1
7796782688686,321,1
8706208343308,321,1
1212876227057,320,1
1938133383444,320,1
2609522963015,320,1
2790777165337,320,1
3071299186956,320,1
3317024827610,320,1
3451401369200,320,1
4276229451787,320,1
4707650317965,320,1
5274846184551,320,1
5554146428549,320,1
5740089742568,320,1
5970485851587,320,1
6904067131117,320,1
8639843987210,320,1
8743826904931,320,1
8799330439233,320,1
8832507454466,320,1
9911517837137,320,1
1386631269986,319,1
1610595766770,319,1
2425182269089,319,1
2607609751081,319,1
2658933312349,319,1
4118916422606,319,1
4851840744977,319,1
5445766582189,319,1
5700668294739,319,1
5940536163945,319,1
8208278554405,319,1
8422531709276,319,1
9903361037733,319,1
9970306749822,319,1
1104115250981,318,1
1290957808661,318,1
1697263288840,318,1
3171196176620,318,1
3344405258818,318,1
3592226136498,318,1
3608675090745,318,1
4453776819252,318,1
4576451758280,318,1
4816667147483,318,1
5063126166609,318,1
5152753254768,318,1
5287586813124,318,1
5501163802371,318,1
5635272922143,318,1
6508173758413,318,1
6541799458459,318,1
7200086022092,318,1
7723792216147,318,1
8239187613280,318,1
9874013956644,318,1
1439272164562,317,1
2487638513580,317,1
3190956150197,317,1
3662676944223,317,1
4577580506940,317,1
6651355665336,317,1
7025683483929,317,1
7266876256177,317,1
7899948270010,317,1
8251410097254,317,1
8951344230139,317,1
9050534156859,317,1
9740517324084,317,1
2137520752501,316,1
2721230195830,316,1
3058725954282,316,1
3061041990047,316,1
3316110619283,316,1
3884722847382,316,1
4953671440209,316,1
5261134052531,316,1
5384996116002,316,1
5882139071992,316,1
5970675842678,316,1
6279426276389,316,1
8298625496298,316,1
9698377768954,316,1
1020297980730,315,1
1366991386677,315,1
1398184040691,315,1
1604700709882,315,1
1755953131248,315,1
2353097448025,315,1
3696254017177,315,1
3696706923131,315,1
3939315874143,315,1
4046709504459,315,1
4184025318459,315,1
4309261557732,315,1
4808862195872,315,1
6580145008443,315,1
6705357264290,315,1
7267250462757,315,1
8113424871223,315,1
9125266719723,315,1
9678697313805,315,1
1338936279532,314,1
3220997060185,314,1
3249138748307,314,1
3432364889774,314,1
4963213244455,314,1
5061452148417,314,1
6235038057045,314,1
7075831724657,314,1
7206040398733,314,1
7866127970616,314,1
9400296308414,314,1
9490571494161,314,1
9636167030911,314,1
9803124418871,314,1
9815524916031,314,1
1810775898671,313,1
2057854163410,313,1
2162413471100,313,1
2561273828039,313,1
4025762040015,313,1
4558216158962,313,1
5329984041553,313,1
5620077558614,313,1
7038412590522,313,1
7078253655597,313,1
7139558268426,313,1
7704360545449,313,1
7987158883373,313,1
9266344874832,313,1
9824757576776,313,1
1576937969756,312,1
1884511456374,312,1
3094301706911,312,1
4441075504806,312,1
4442834428142,312,1
5269506453139,312,1
6562613377985,312,1
6600409617409,312,1
6916211933829,312,1
7266030868178,312,1
8648819411464,312,1
9443918260004,312,1
9912726633831,312,1
9978151164111,312,1
1940392499312,311,1
2136030425457,311,1
2910084610388,311,1
4520472142573,311,1
6269374222805,311,1
6512777256770,311,1
7313876103069,311,1
8230917163797,311,1
9629564031490,311,1
1216465615812,310,1
1228872771000,310,1
2545234681796,310,1
4061292150596,310,1
6301522046598,310,1
6556802517481,310,1
7503846209574,310,1
7551665639102,310,1
7816869735383,310,1
8406801589847,310,1
9044562117265,310,1
1127985055784,309,1
1212520218134,309,1
1539542621828,309,1
1624574231852,309,1
1700301666620,309,1
1808872379366,309,1
1910646381359,309,1
2227676095384,309,1
3058071890744,309,1
4431123565040,309,1
4458581875429,309,1
6523068816917,309,1
6652044092684,309,1
7655266985887,309,1
9278096553217,309,1
9607176932114,309,1
9848091670877,309,1
1507224141512,308,1
2369311496567,308,1
2705346315693,308,1
2737022514762,308,1
3520854140614,308,1
3849408502641,308,1
4398623370542,308,1
4521205009302,308,1
5029504049614,308,1
5463361568582,308,1
6558580953840,308,1
6739284179428,308,1
7593829402474,308,1
7717174218614,308,1
8002288770912,308,1
8609833846254,308,1
8808599104084,308,1
9422298820053,308,1
9571445639960,308,1
1048191275349,307,1
1478975028036,307,1
1657816100074,307,1
2584583182479,307,1
2889933023496,307,1
4072974241723,307,1
4219583118552,307,1
5329426679868,307,1
5513565750969,307,1
5665658384701,307,1
6530113670912,307,1
8192063916106,307,1
9814059279202,307,1
2048988767209,306,1
2071670167063,306,1
2494839291247,306,1
2646626643610,306,1
2796615551829,306,1
2811275297266,306,1
3390565516298,306,1
3773110275442,306,1
5779223553758,306,1
6044002268727,306,1
6250732318209,306,1
8595248887879,306,1
9789177955542,306,1
1108856966801,305,1
1950754314498,305,1
2256140166153,305,1
2551602614877,305,1
3635760258040,305,1
4246989398448,305,1
4407772439506,305,1
4570090795842,305,1
5538613328334,305,1
6037027344328,305,1
6985077142225,305,1
7911779231201,305,1
9054142429268,305,1
9137439941586,305,1
1381629621737,304,1
1390672366479,304,1
1901895967579,304,1
1945444735996,304,1
2200211674772,304,1
3838404978543,304,1
4068127681423,304,1
4585906595259,304,1
4693881110485,304,1
4846933345102,304,1
4981005294286,304,1
6585095400148,304,1
6778834305236,304,1
6902390131187,304,1
7210902168043,304,1
7359180881795,304,1
7710436898371,304,1
7891111914217,304,1
7956139688417,304,1
8188075251335,304,1
8528887456861,304,1
8654473927108,304,1
8887737604518,304,1
2383765478418,303,1
2958400862491,303,1
3431651437797,303,1
3471590429613,303,1
4600684232788,303,1
4772478055276,303,1
6171533422868,303,1
6950709164234,303,1
7031380767316,303,1
7206631547720,303,1
8188914668208,303,1
9721183284353,303,1
9942084473183,303,1
1120949776947,302,1
2997010308968,302,1
3345414338408,302,1
4221222650361,302,1
5153475403007,302,1
5811853361126,302,1
7133086260105,302,1
7661637555399,302,1
7691702683627,302,1
8587551110041,302,1
8598219112028,302,1
8930378095518,302,1
1152845693271,301,1
1270108261842,301,1
1304049911945,301,1
1472669859371,301,1
1783202311301,301,1
2810062221004,301,1
3916075407903,301,1
4524353004349,301,1
5139529604174,301,1
5615573168238,301,1
5622801238045,301,1
5640633837212,301,1
5665778305167,301,1
5713898668676,301,1
6015970201535,301,1
6609573309752,301,1
6737274339188,301,1
6797906759012,301,1
7425939241400,301,1
7457428993712,301,1
7501873242366,301,1
7935033147862,301,1
8124776575446,301,1
8300281778097,301,1
1984222324438,300,1
1999197039297,300,1
2658336478147,300,1
2887475953875,300,1
4047602461705,300,1
5433145725381,300,1
5673911354088,300,1
6984476076544,300,1
7392248895207,300,1
8064944091281,300,1
8852615210235,300,1
9820653653719,300,1
9829533680920,300,1
9947728160573,300,1
1449961164168,299,1
1639792918621,299,1
1809180212451,299,1
1825002472717,299,1
2032150021072,299,1
2810008416714,299,1
2939255651508,299,1
3018236062347,299,1
3593436614721,299,1
3730619893942,299,1
4854467913641,299,1
6504906556042,299,1
6971874363737,299,1
7252343177298,299,1
7288489022888,299,1
7305069032492,299,1
8395322612690,299,1
8612185679634,299,1
8787558385965,299,1
8895933777820,299,1
9085801281092,299,1
9949580323608,299,1
1469350910381,298,1
1897852198907,298,1
2391837518287,298,1
2395597120940,298,1
2860650612728,298,1
3676341384467,298,1
4637565737209,298,1
4861747882262,298,1
5209463270800,298,1
5532470634973,298,1
6570004831442,298,1
7569941070723,298,1
8250458142225,298,1
8657804882725,298,1
8930461869354,298,1
8965684762940,298,1
9263613933320,298,1
9916692964524,298,1
3115839988652,297,1
3557352568880,297,1
3762043397925,297,1
4702558925342,297,1
5238336997791,297,1
5354788875882,297,1
6041963842676,297,1
6230270841445,297,1
7826758505382,297,1
8101062047421,297,1
8314773697766,297,1
8898613399046,297,1
9209031864518,297,1
9724266741363,297,1
1326159415069,296,1
1503066174238,296,1
2365806947804,296,1
3100203950908,296,1
3383552233544,296,1
4916365226417,296,1
6666532132486,296,1
6716515758551,296,1
6868098421251,296,1
7085092706897,296,1
7239568626473,296,1
7431845816405,296,1
7508580829088,296,1
7617841448978,296,1
8306342478517,296,1
9208862182774,296,1
9691336989131,296,1
1063599068508,295,1
1321321675553,295,1
1473842834044,295,1
1573089956173,295,1
2739845643614,295,1
2973948402948,295,1
4093991034099,295,1
4097028459619,295,1
4154126249969,295,1
5635551137292,295,1
5878921814496,295,1
6377863365329,295,1
7829327494759,295,1
8005216189992,295,1
9063279902480,295,1
1715385193757,294,1
2144516363827,294,1
2240684785650,294,1
2259216531002,294,1
4184640606230,294,1
4514175651302,294,1
4831650423705,294,1
4878897075497,294,1
5307062751792,294,1
6102090819389,294,1
6744872738183,294,1
6777551048217,294,1
7382466317484,294,1
8455035475118,294,1
9598156384330,294,1
9983931627359,294,1
1460256760384,293,1
1597364386554,293,1
1598408193159,293,1
1716138649866,293,1
3022138485402,293,1
3402145207146,293,1
3433781064597,293,1
3696415171306,293,1
3812448752444,293,1
4325218499948,293,1
5785072183764,293,1
7936926757038,293,1
8356226222835,293,1
1210071358842,292,1
2272692372620,292,1
2558078827992,292,1
2999990866292,292,1
3430093933676,292,1
3451762554550,292,1
3476484374062,292,1
3537194193616,292,1
3649678015170,292,1
3908203999376,292,1
4281474397827,292,1
4309984733822,292,1
4899084502171,292,1
5739869545739,292,1
6694382006138,292,1
7122066893754,292,1
7328036593390,292,1
7427883558641,292,1
9601599960933,292,1
9669105031677,292,1
9793416992663,292,1
1632565023428,291,1
2511180856045,291,1
3142397287927,291,1
3161701671818,291,1
3290416797497,291,1
3600239888938,291,1
4194652637939,291,1
5168436522000,291,1
