Pmaster Sku,Pageview,Selection
7591507633732,1806,1
5793384209224,1802,1
1180950489229,1798,1
4303237677707,1798,1
8559174583748,1793,1
3438405231724,1792,1
5342187690540,1789,1
1776809408796,1788,1
5983238290687,1786,1
7662954167326,1783,1
4299416706187,1782,1
9802234322409,1781,1
6555322225036,1779,1
3694891792013,1773,1
9968340521221,1772,1
3463036668854,1768,1
5192596929430,1766,1
1825655087829,1765,1
6096232731489,1763,1
2106080301799,1762,1
4299167968131,1760,1
1657768670588,1759,1
3444163701492,1758,1
1329396384327,1755,1
5824354533656,1753,1
7635631913912,1752,1
1156684851298,1749,1
8897125056966,1748,1
1896312266000,1746,1
2425841484504,1743,1
1494529639718,1742,1
9349743173802,1742,1
6360604937312,1741,1
3915735137426,1740,1
7174730733927,1739,1
8331470471239,1739,1
6256169950845,1738,1
6230466795309,1736,1
1112433547232,1734,1
2436636288761,1732,1
1777636746464,1731,1
3264872150226,1731,1
6419637349828,1731,1
8701215600746,1728,1
3634911491679,1724,1
2929303348245,1719,1
1334860226362,1718,1
7381060292387,1711,1
9379006525321,1709,1
3852782650365,1706,1
4042286840556,1702,1
8536060707570,1702,1
4218331574374,1701,1
5585861777216,1700,1
9619094184296,1699,1
5309055103632,1697,1
6268130051208,1696,1
4181555828298,1695,1
3525420534159,1694,1
5292109405329,1694,1
9639784730448,1694,1
7915642351584,1691,1
9393247758146,1691,1
3899628367384,1688,1
9245747571258,1684,1
9406400486054,1683,1
3063408406765,1678,1
9542188583489,1678,1
2719294135050,1677,1
2828563754196,1676,1
9931522130146,1673,1
3695804061127,1670,1
5025111312598,1670,1
8002146664322,1670,1
3305497653607,1664,1
3557128701885,1664,1
4311242750918,1664,1
8965167270289,1664,1
4017057658845,1660,1
6114337832983,1660,1
4447647245708,1659,1
7934228375257,1659,1
6786446721257,1656,1
3908993025659,1652,1
8530236290033,1649,1
5045889091331,1648,1
6739325841596,1648,1
9569968022666,1648,1
5943994686636,1646,1
9096384339202,1645,1
1646370110605,1644,1
8637359026386,1639,1
9310119220857,1635,1
3726248000806,1632,1
4520016313841,1631,1
9010512370783,1631,1
3469267168798,1630,1
8733382087889,1627,1
5281892808342,1626,1
2062918822479,1625,1
6663005876885,1624,1
5802561077019,1622,1
6542553720393,1621,1
2436878546179,1619,1
9743263998198,1616,1
7736869502135,1614,1
2113165222854,1611,1
2548337775652,1611,1
4778170036117,1610,1
9400978428467,1610,1
3956174519626,1609,1
9038823919989,1608,1
6482891692788,1607,1
8046341135188,1606,1
7546872225927,1604,1
1864323780270,1603,1
7571530361327,1603,1
3138542496856,1601,1
5207876650536,1599,1
1255447615129,1597,1
6392699483979,1597,1
7535807104448,1597,1
2711665005245,1595,1
7017499095344,1595,1
1063543949808,1594,1
6804877855671,1594,1
8661006107098,1593,1
7656028145358,1592,1
7857445344991,1592,1
8077387314848,1592,1
5439323604025,1590,1
9384052650569,1590,1
2011080215367,1589,1
2807141044431,1589,1
2374975139460,1588,1
5448332265615,1588,1
3455011382787,1585,1
9799568018032,1585,1
5835878787945,1582,1
4930791676893,1578,1
2480493060494,1577,1
3356168970127,1575,1
1021203504538,1573,1
3953231924232,1572,1
7876904618099,1571,1
9086212238913,1569,1
6911225907262,1567,1
9368833450589,1567,1
9562700337034,1567,1
9794743650448,1567,1
5150027080440,1565,1
2436661537384,1564,1
2481858606909,1560,1
7660349603046,1560,1
1066540392745,1559,1
4581495915506,1556,1
7669915311217,1552,1
3355446860075,1550,1
3536510465451,1548,1
9625645069611,1548,1
3455469316254,1546,1
5633443828297,1545,1
7773336289823,1544,1
2137741611337,1543,1
7493991093121,1543,1
2446461571372,1542,1
9043650909188,1542,1
5054707209810,1538,1
9406559929730,1538,1
1434596245542,1536,1
2136331234757,1535,1
5409365462938,1535,1
6586544560933,1534,1
1620881192077,1533,1
2989692650824,1533,1
8123227765742,1533,1
3645703574617,1528,1
5889079767503,1528,1
8141307139801,1527,1
1648617548929,1525,1
4625983640060,1525,1
6741141732200,1522,1
7036636340800,1522,1
5409397420678,1520,1
7773253194675,1520,1
7996248997161,1520,1
8387324760161,1520,1
2974738836065,1517,1
9586145953612,1514,1
1693290325089,1512,1
7883406267993,1510,1
8862546054689,1508,1
3649111912795,1499,1
8196712204941,1499,1
9900290063178,1498,1
5838742959572,1497,1
9266793419707,1496,1
4622890623082,1495,1
1330990794924,1494,1
4936127432607,1493,1
7820650259497,1493,1
3997314089147,1491,1
5476304213715,1490,1
8877804673732,1488,1
1086132568006,1487,1
1322718508715,1483,1
2441340913533,1483,1
4759827075314,1483,1
1257499393932,1480,1
2986030314655,1479,1
5725303505666,1479,1
9050347603634,1478,1
4954763051860,1477,1
4769830170999,1476,1
5833788425667,1476,1
1277094402890,1474,1
8099781419776,1474,1
6846008233828,1472,1
8216575265436,1472,1
7719389277087,1469,1
3929746122111,1466,1
6397860356458,1461,1
8903573261064,1461,1
9680120089850,1461,1
5179135601095,1460,1
7540375876507,1460,1
5698984924228,1459,1
3040197660295,1456,1
5020538065286,1456,1
7265668071233,1456,1
7699746662899,1455,1
5952164279448,1453,1
7562276547519,1453,1
8927612289574,1453,1
9737656560121,1452,1
1084495096501,1449,1
7027878730603,1449,1
4285043531920,1448,1
8788183623224,1448,1
2831828147114,1446,1
4069335242475,1444,1
5626839560147,1444,1
3634879170983,1443,1
2959151936424,1442,1
3208301526763,1442,1
3088032731465,1441,1
6898690858292,1440,1
2673099273938,1439,1
1082149092279,1438,1
9208848405211,1437,1
4123777260432,1432,1
1256959973684,1431,1
1490331073078,1431,1
3769867168069,1431,1
1505443027144,1430,1
6780998776166,1428,1
5128997026831,1427,1
3925444825477,1426,1
8930531406261,1426,1
2922783334180,1425,1
5393641146233,1419,1
2380888449653,1417,1
9274645360413,1417,1
3204796878097,1415,1
2864806778086,1414,1
4203289549796,1412,1
7750395155720,1408,1
3540521785262,1407,1
4590886955717,1407,1
3297254447522,1405,1
6181197472772,1402,1
4432744291617,1401,1
6745365908372,1401,1
6778905411178,1401,1
8400589233141,1399,1
8700708622222,1398,1
1577517638709,1397,1
5935459206879,1397,1
4566031450079,1396,1
6767736850075,1396,1
8541070708653,1396,1
3420966955362,1395,1
2491493924269,1394,1
3481700140819,1394,1
7342021469941,1394,1
5307948605065,1393,1
9826497625290,1393,1
5007804991140,1392,1
6067508749729,1392,1
9481050234408,1392,1
6450928633349,1390,1
4916733257498,1388,1
1534796676648,1387,1
9493006865178,1386,1
8628325039097,1385,1
7804196865688,1382,1
8267262020784,1379,1
8452340828936,1377,1
2053012429766,1376,1
3090369988436,1374,1
6776293846048,1374,1
5518608476929,1372,1
8378981473185,1371,1
9289326007721,1371,1
2042600414543,1370,1
6344514028841,1370,1
3610767109051,1369,1
4426202113182,1369,1
5133062587778,1368,1
6705423453948,1368,1
7065836400953,1368,1
5856743288053,1366,1
8492018326623,1366,1
8545706868421,1366,1
5973087631090,1363,1
5353049275126,1362,1
1934667034278,1361,1
9024507840953,1361,1
3046577692023,1360,1
7152271522927,1360,1
1989049542909,1358,1
2424471473190,1358,1
6910721004536,1358,1
8817913738621,1357,1
1694520590266,1356,1
5357074286330,1356,1
6622482233154,1355,1
1653693148864,1354,1
7054064955786,1353,1
5649110300287,1350,1
9226305287123,1349,1
2526477412286,1348,1
5765300962735,1348,1
9557257482499,1347,1
3004991393865,1346,1
5680744149422,1346,1
6707713515657,1346,1
8652430399227,1346,1
1337548148130,1345,1
6600441351682,1345,1
6703911071070,1344,1
7774390283659,1343,1
3786876724161,1342,1
4036330991769,1340,1
7049241059036,1340,1
2944198585247,1339,1
5944012574973,1338,1
6107436186476,1338,1
2176814418060,1337,1
8757981608979,1337,1
5206085393869,1336,1
1184006063135,1334,1
3775259686179,1333,1
2181649705612,1332,1
5093130185360,1331,1
9173777575505,1331,1
2144215258059,1330,1
2203695184729,1330,1
6324903274790,1329,1
3174630650021,1327,1
6265604513149,1326,1
1947852240409,1324,1
5613911071561,1322,1
7168718447944,1322,1
9942135497366,1322,1
8955417280960,1321,1
1984474020797,1320,1
8101767749583,1320,1
4114700014475,1319,1
4632005154257,1315,1
2366077487020,1314,1
4622432567805,1314,1
5184016427565,1314,1
6129553623707,1314,1
1761303380198,1312,1
1332163618914,1310,1
9252425013306,1309,1
1334677383876,1308,1
9842986461588,1307,1
6586206847310,1306,1
8532388215803,1306,1
2859462071107,1305,1
1895403310453,1304,1
5259818724973,1303,1
9011225265120,1303,1
3778194733574,1302,1
5442404904518,1302,1
5555449344000,1301,1
1034538584526,1300,1
2252185607064,1300,1
6566350806501,1300,1
7630559701429,1300,1
8693703142300,1300,1
9975768562446,1300,1
2433570085821,1299,1
3479778302987,1299,1
8820721124968,1299,1
2661831957574,1297,1
7315858498019,1297,1
4630583924698,1295,1
7204124678630,1294,1
3552343680182,1293,1
5557659212667,1293,1
6505505457907,1290,1
1216050024630,1289,1
1985670581117,1288,1
4226889929242,1287,1
6702368568508,1286,1
4153393467182,1285,1
4156161206390,1284,1
2635455188416,1283,1
3481652599017,1283,1
4297943918720,1283,1
4898222612004,1283,1
7376474822190,1283,1
5391667636563,1282,1
3086801607614,1280,1
4223012309626,1279,1
9074924917356,1279,1
6849205815309,1276,1
8968215911430,1276,1
2016836353952,1275,1
9287157009235,1271,1
1325327359075,1270,1
7600419987997,1270,1
8330512417600,1270,1
9146858160556,1270,1
1281252247859,1269,1
6099227436079,1269,1
9208781291735,1269,1
2397388298760,1268,1
8016102497459,1268,1
8172789767633,1267,1
1400329400472,1266,1
4744152276785,1266,1
7750936862328,1265,1
9375269296060,1265,1
7967951195137,1264,1
2023243596350,1263,1
6065825321994,1263,1
4047913557111,1262,1
9617042719405,1261,1
5734318329724,1260,1
3405828458427,1257,1
9874299482981,1257,1
3613940178233,1256,1
8347830197441,1255,1
5254202415951,1254,1
8973134136780,1253,1
7036153215732,1252,1
1247264024987,1251,1
2009270730707,1250,1
5804673216004,1250,1
1285178039093,1249,1
8308716309991,1248,1
9736587115509,1248,1
4931226577983,1247,1
5790272679633,1247,1
1307067454142,1246,1
5339754861636,1246,1
7881787673310,1246,1
6502075693891,1245,1
9487456394333,1244,1
1273756821437,1243,1
6619875052588,1243,1
8353000868422,1243,1
2454657469422,1242,1
3648871002210,1241,1
9106877202996,1241,1
6141886132073,1240,1
8639635549961,1238,1
2533405232731,1237,1
2327663501322,1235,1
4838197543279,1234,1
9852574295464,1234,1
5987359113382,1233,1
7507925094471,1233,1
9507721326293,1233,1
2342876257866,1232,1
3179976012052,1231,1
3982445856181,1231,1
2421401646327,1230,1
8807982618504,1229,1
3739176701356,1228,1
5757124790762,1227,1
5833850770985,1226,1
7888433754317,1226,1
1246457069057,1225,1
5280496755319,1225,1
5534046866917,1225,1
9656430652015,1225,1
7447080173860,1224,1
5593851056917,1223,1
1627779549081,1221,1
7426440519415,1221,1
7506266142100,1221,1
7900935627224,1220,1
4015975628896,1219,1
3697095900345,1218,1
8002066943346,1218,1
8373022397369,1218,1
1229593904571,1216,1
1487544306543,1214,1
1116342701150,1213,1
6499487677586,1213,1
3451565176346,1211,1
5306579448907,1211,1
6843597135465,1211,1
9342182950089,1211,1
1950570924697,1210,1
3124523868606,1209,1
5394877432695,1207,1
6703093598297,1206,1
2300549194764,1205,1
2957393178961,1205,1
8004379590592,1205,1
8635574824244,1205,1
1501468939425,1204,1
8102076600381,1204,1
2684943391272,1203,1
3717522327475,1203,1
4017779790236,1203,1
6431433438599,1202,1
3217350895935,1201,1
1321646179295,1200,1
1332705059113,1200,1
4681296446404,1199,1
5207777624285,1199,1
7203134838294,1199,1
8856697508143,1199,1
9679811693650,1199,1
4026108019719,1198,1
8075629444407,1198,1
2710457539933,1197,1
3531839263887,1197,1
4657127089317,1197,1
9698715255641,1196,1
3471643892845,1194,1
3977487386422,1194,1
5014318424743,1194,1
5253861302191,1194,1
5737035566137,1194,1
9109887916976,1194,1
2110891655086,1193,1
7085170337937,1193,1
1802201189435,1192,1
7318148417400,1191,1
2883248153817,1190,1
4471193951039,1190,1
7499656760964,1190,1
7989349850332,1190,1
3443891403470,1189,1
5370827205567,1189,1
6458457085233,1189,1
4933955346595,1187,1
7876290101854,1187,1
3006038038334,1186,1
7458430511107,1186,1
1336723689726,1185,1
4126643516084,1185,1
9309820993808,1185,1
7396059034077,1184,1
3669975880931,1183,1
5746740405693,1183,1
7648665243351,1183,1
6756294722503,1182,1
6502382238780,1181,1
8441280615713,1178,1
9021454054037,1178,1
1898240517730,1176,1
5606357278946,1176,1
3957682471581,1174,1
3381544740759,1173,1
3727246465871,1173,1
3817912344545,1173,1
8668116600822,1172,1
1578134552485,1171,1
2190841029518,1171,1
6805226449763,1171,1
4754015530299,1167,1
8907995912559,1167,1
1509734811290,1166,1
2115438399256,1166,1
8960143036290,1166,1
6244522753806,1165,1
4234977939230,1164,1
5337849423677,1163,1
6402532350372,1163,1
8723137119019,1163,1
3652791297700,1162,1
3958790916683,1162,1
1526417156783,1161,1
7112706665988,1161,1
7704593336104,1160,1
1462325562059,1159,1
3828915075220,1159,1
4154845075195,1159,1
2010359219594,1158,1
8869291522424,1158,1
3933101664178,1157,1
1217713291104,1155,1
2511553920496,1155,1
4484346490897,1155,1
6339761622706,1155,1
7908519869893,1155,1
8961894173190,1155,1
9431527787132,1155,1
1547703752083,1154,1
3614793423310,1153,1
4993908503710,1153,1
3468384676346,1151,1
7013027354974,1151,1
4474596028639,1150,1
9805567148315,1150,1
2270954610737,1149,1
3589776852138,1148,1
3641214279553,1148,1
8277034203450,1148,1
9127546070111,1148,1
2487760333926,1147,1
3168946861882,1146,1
6826451824149,1146,1
8605911267508,1146,1
1570987851890,1145,1
1675525008344,1144,1
3678832019722,1144,1
3708650981980,1144,1
7599124257368,1144,1
8157648166816,1144,1
9673692332950,1143,1
3247874097461,1142,1
8427549134522,1142,1
3620689239750,1141,1
6587954526328,1141,1
8097861272402,1141,1
2158363030443,1140,1
6475034325476,1140,1
9458872865790,1140,1
6716670168769,1139,1
1113001340385,1138,1
7583226312599,1137,1
2414570051504,1135,1
1592587616396,1133,1
1708596615606,1133,1
6120976942265,1132,1
1950830647076,1131,1
7058110934299,1131,1
1265441619689,1130,1
4257497018452,1130,1
4534283796634,1130,1
3791242175058,1128,1
7126813139980,1128,1
1350823989114,1127,1
6705462030612,1127,1
2566990346750,1126,1
2845402919646,1126,1
6252315677499,1126,1
6471542393457,1124,1
8470109854958,1123,1
9067408155443,1123,1
2806090907784,1122,1
4184561582406,1122,1
4896497009208,1122,1
6528595816737,1122,1
1108325130262,1121,1
1599892826595,1121,1
5997491741268,1121,1
4212289797955,1120,1
5579392144791,1118,1
1374926189699,1116,1
3110746813424,1115,1
6843467417585,1114,1
3856959695029,1113,1
1055224622148,1112,1
1987535580308,1112,1
3635961997464,1112,1
5221518814551,1112,1
5663617025030,1111,1
5994246694541,1111,1
5114911115884,1110,1
8756378255390,1110,1
1141470910846,1109,1
6649959450944,1109,1
8324444178807,1109,1
9782827221370,1108,1
1414168243366,1107,1
5573796829292,1107,1
7899702713607,1107,1
