pmaster_sku,band_lw,pv_lw,pv_l30d
4593925919718,B,34,
2326886368279,B,34,
9365183306372,B,34,
9591560364219,B,35,
8351483987904,B,35,
7078104850623,B,35,
4110735211858,B,35,
2987523906393,B,35,
8528337844245,B,35,
6292385736931,B,35,
3624169674231,B,35,
9086995497170,B,35,
5243232700936,B,35,
9630584284949,B,35,
6113900971640,B,35,
2141661772428,B,35,
2808943419522,B,35,
4965087994818,B,35,
1446017738295,B,35,
8217215095216,B,35,
6936962573501,B,35,
1806001012627,B,35,
7484071531017,B,35,
9407909870078,B,35,
1564745574985,B,35,
9565455723292,B,35,
6410940868731,B,35,
7385819833256,B,35,
8598148229008,B,35,
7437019549762,B,35,
7238488103231,B,35,
6716623859928,B,35,
6937948170631,B,35,
3406631270789,B,35,
8523728357149,B,291,
6543017826183,A,291,
3045390090849,B,291,
6029884668568,B,36,
8073743665544,B,36,
3100932146344,B,36,
5333792241104,B,36,
9430400050748,B,36,
8565300411955,B,36,
7045598972609,B,36,
8608585667374,B,36,
8603361665745,B,36,
2342255173644,B,36,
2337690443144,B,36,
3881282331957,B,36,
8049255030892,B,36,
6166060681232,B,36,
3723952658217,B,36,
5442867071192,B,36,
4146840017691,B,36,
8107505272968,B,36,
5803743108011,B,36,
2842052721276,B,36,
8203272774570,B,36,
6756287145169,B,36,
4114843285657,B,36,
4938317472109,B,36,
1772856661917,B,36,
3432603734575,B,36,
6940837290823,B,36,
1480246658514,B,36,
7055912994870,B,36,
3044965576934,B,36,
2156223883239,B,36,
1851536401099,B,36,
4009485676659,B,36,
6139978293554,B,36,
3830168533123,B,36,
7918982614142,B,36,
8222609727528,B,292,
8679791968822,B,292,
1801713240958,B,37,
8442199579905,B,37,
1774454818441,B,37,
4856910682118,B,37,
3904460373167,B,37,
2342764444545,B,37,
1711109079448,B,37,
1659731546307,B,37,
9560207403024,B,37,
3399519536492,B,37,
8360878743501,B,37,
1688407378978,B,37,
8473236811443,B,37,
4915283192068,B,37,
3541014238805,B,37,
9965172043303,B,37,
3328152336592,B,37,
1169706075060,B,37,
4454273959072,B,37,
2995486526393,B,37,
4256083859226,B,37,
4274138483161,B,37,
9266517639893,B,37,
4796021206073,B,37,
1370728951397,B,37,
3756671994092,B,293,
5779774835563,A,293,
4748900657677,A,293,
6982294151284,B,38,
1970040353543,B,38,
7207122469301,B,38,
3810799128147,B,38,
6915696172871,B,38,
3575016172298,B,38,
6122732281999,B,38,
1415648061860,B,38,
5160314788368,B,38,
2479702239830,B,38,
3089353989412,B,38,
6291609517839,B,38,
7455052696443,B,38,
8092388934901,B,38,
4807023812046,B,38,
1263724871789,B,38,
7378722683850,B,38,
9733571216479,B,38,
3070517954474,B,38,
2627633582918,B,38,
9043167432865,B,38,
9040553492861,B,294,
8555262841088,B,294,
3418715558557,A,294,
5672963043266,B,294,
2593393263179,B,39,
2486446058399,B,39,
9102119376142,B,39,
2362138480172,B,39,
8904221659167,B,39,
8686462008185,B,39,
4655485631551,B,39,
6022382011539,B,39,
1789349503111,B,39,
5765744945325,B,39,
8217243388148,B,39,
5015902323699,B,39,
8170173775127,B,39,
6200075329332,B,39,
5316399182491,B,39,
1788429734025,B,39,
4114238750319,B,39,
8531534486327,B,39,
6716722307441,B,39,
3693363835768,B,39,
7291282481497,B,39,
3515914180616,B,39,
2151768139004,B,39,
2749117482085,B,39,
2658085262864,B,39,
6590519036152,B,39,
8022177942393,B,39,
1437520387221,B,39,
6042833681431,B,39,
4649969204902,B,39,
5964221721539,B,39,
3291591129272,B,39,
3604388960399,B,39,
4914012977891,B,39,
2227508688974,B,39,
2757716283716,B,39,
8477686640841,B,39,
6858801077659,B,39,
8074047958855,B,39,
7903449522184,B,39,
5062306095259,B,39,
9598484616882,B,39,
7294814006041,B,39,
1010445035115,B,39,
6981013741053,B,39,
8472373668163,B,39,
3730578218315,B,39,
5851031873591,B,39,
7976451461114,B,39,
9421185595432,B,39,
1759487215283,B,39,
3389459683604,B,39,
6474540648613,B,39,
1539528364251,B,39,
7668047670582,B,39,
9855297926844,B,39,
9254183175616,B,39,
5741113997285,B,39,
4104865242811,B,39,
1859141515879,B,39,
7770971130074,B,39,
4170046802994,B,39,
4607147246040,B,295,
9412443781096,B,40,
2392496415580,B,40,
6139315465283,B,40,
9982633601360,B,40,
5408987589801,B,40,
7265042892829,B,40,
6342807734950,B,40,
1963703551131,B,40,
2364451229877,B,40,
1022238843458,B,40,
1622434624356,B,40,
3566402949943,B,40,
8896418385542,B,40,
3797051442664,B,40,
9975276883859,B,40,
5992280321477,B,40,
5205964239052,B,40,
7106430094220,B,40,
7613030433965,B,40,
7187363697905,B,40,
6805613989326,B,40,
9883307167147,B,40,
3008019676918,B,40,
2255858550476,B,40,
8237214791295,B,40,
9935580663373,B,40,
5435645078421,B,40,
1936469188777,B,40,
7887527895936,B,40,
9362311436351,B,40,
9257903869697,B,40,
1442162425694,B,40,
8063413510322,B,40,
7862056500551,B,40,
8208623263983,B,40,
7018858055212,B,40,
8046404562389,B,40,
9044217726769,B,40,
8762408611432,B,40,
8499197769290,B,40,
4332251579353,B,40,
9954319562098,B,40,
8489195210513,B,40,
4066538065043,B,40,
7307863809560,B,40,
5663032894204,B,40,
7781614678238,B,40,
4995909332818,B,40,
2939794896118,B,40,
7315074028267,B,40,
3075350849439,B,40,
7686763690101,B,40,
7514686320718,B,40,
1269816192950,B,40,
1905760488893,B,40,
6491427934001,B,40,
7926908876258,B,40,
1645017829108,B,40,
4718086528108,B,40,
9807165318763,B,40,
3848588672106,B,41,
7010195787702,B,41,
9696560615481,B,41,
1256698656077,B,41,
6554317329363,B,41,
6932240036027,B,41,
5202174682392,B,41,
2512346905782,B,41,
7504044157735,B,41,
1291458271084,B,41,
5555196244090,B,41,
4795870147654,B,41,
7107234876678,B,41,
7620644364424,B,41,
3211179846017,B,41,
2674373362478,B,41,
2310994028156,B,41,
4868397228995,B,41,
1951557000755,B,41,
8002155936466,B,41,
3883933116881,B,41,
8484297407803,B,41,
5364828349056,B,41,
9964487142145,B,41,
8751763312559,B,41,
7603228611051,B,41,
1937622420901,B,41,
2648767369082,B,41,
5245463521797,B,41,
7472574586805,B,41,
6139634885319,B,41,
5204010048204,B,41,
9305082534971,B,41,
8125103116611,B,41,
8691795086823,B,41,
8712381921517,B,41,
3595334769337,B,41,
2514379798692,B,41,
4705233107195,B,41,
7182811767518,B,41,
7397875338868,B,41,
4614534474877,B,41,
9806029994235,B,41,
1129666996331,B,41,
4512226779708,B,41,
2573987857472,B,41,
7733346012781,B,41,
8581749700895,B,41,
2429732438118,B,41,
6805002866173,B,41,
4414079204042,B,41,
3377380377969,B,41,
1599435780896,B,41,
7532818000712,B,41,
6309779637986,B,41,
6878001055458,B,41,
4401722180616,B,41,
8587810236420,B,41,
1985663879253,B,41,
4734545632768,B,41,
5209743164173,B,41,
3326511226458,B,41,
2139400488886,B,41,
5812626365136,B,41,
3442835926326,B,42,
7875051368880,B,42,
2828540067971,B,42,
4068800898071,B,42,
6888639925324,B,42,
5662977576419,B,42,
8440338490425,B,42,
3921380028865,B,42,
1438296799312,B,42,
5554729337120,B,42,
4109598607380,B,42,
1411604178639,B,42,
3228153526056,B,42,
3881219939100,B,42,
9989559023344,B,42,
6947881362183,B,42,
8794251905336,B,42,
6530494645356,B,42,
4625381631898,B,42,
7598800823576,B,42,
4839931581562,B,42,
1230481440470,B,42,
5860493946550,B,42,
3655650363684,B,42,
4597467404244,B,42,
3807192777867,B,42,
3100886393599,B,42,
9158804419816,B,42,
6863271900693,B,42,
3775087538353,B,42,
9992369403814,B,42,
3940916426914,B,42,
1109092043083,B,42,
3206538177453,B,42,
6251156047041,B,42,
7493285937568,B,42,
3685051304313,B,42,
3496196221225,B,42,
9928179033043,B,42,
2757138227516,B,42,
6579201338525,B,42,
8191539332746,B,42,
2363316393716,B,42,
4715272639709,B,42,
3444435832899,B,42,
4826839958154,B,42,
5364533457630,B,42,
8912795692334,B,42,
7786431428585,B,42,
8052580970350,B,42,
7143777810522,B,42,
3864822834772,B,42,
2023903632978,B,42,
4356482039943,B,42,
8572286263094,B,42,
4933520589475,B,42,
3835229622255,B,42,
7192731398525,B,42,
7104945277640,B,42,
8962566746977,B,42,
8261680988270,B,42,
6392498378360,B,42,
8799236316208,B,42,
5619051726859,B,42,
2349543293758,B,42,
5781297503317,B,42,
8457171647491,B,42,
7107014707075,B,42,
7051068027496,B,42,
5134313161902,B,42,
6996476604234,B,42,
1243574936484,B,42,
6307063643813,B,42,
5523683621607,B,42,
1847348624913,B,42,
4975214545042,B,42,
7825534231798,B,42,
5299959727952,B,42,
8628200369196,B,42,
6835827214228,B,42,
2566577879527,B,42,
8915144091888,B,42,
5256448008350,B,42,
3517330059525,B,42,
5990902115924,B,42,
8585306905980,B,42,
7785937413098,B,42,
5788976096061,B,42,
1372706520853,B,42,
4634738983937,B,42,
9527803647917,B,42,
9605457425874,B,42,
3723539503503,B,298,
7490523925820,B,43,
9609012765547,B,43,
8199091223343,B,43,
4677591679616,B,43,
4456759136006,B,43,
7649398178132,B,43,
1621556773461,B,43,
9696833311607,B,43,
7331953274549,B,43,
9864100260174,B,43,
9375752404892,B,43,
1650932649061,B,43,
5356824963683,B,43,
7067858302086,B,43,
4737866953404,B,43,
2723835273255,B,43,
9273442437691,B,43,
7965461678720,B,43,
4609768009063,B,43,
9846722690434,B,43,
9769259670105,B,43,
5683127464617,B,43,
2336329960021,B,43,
9195479373968,B,43,
2484310791638,B,43,
9229830652499,B,43,
1383268398855,B,43,
3682052629766,B,43,
8567400373294,B,43,
8791657441859,B,43,
4579340520253,B,43,
8827062262564,B,43,
5403207837924,B,43,
5958055325072,B,43,
5404042469484,B,43,
4177976767541,B,43,
6950673767784,B,43,
1963368010380,B,43,
3866630520648,B,43,
6152767001975,B,43,
1551752879882,B,43,
8457423678354,B,43,
2411917590900,B,43,
3236817054602,B,43,
1371616784189,B,43,
8350891514066,B,43,
1575795277550,B,43,
1621963805120,B,43,
2322689613424,B,43,
3743831842124,B,43,
7742170712163,B,43,
8271752473783,B,43,
7236098146976,B,43,
7785389327262,B,43,
8527904350885,B,43,
7729865765925,B,43,
5485064106272,B,43,
5396663333635,B,43,
8205789079821,B,43,
2043244916798,B,43,
3555443135893,B,43,
4150170363870,B,43,
4657492417322,B,43,
8055372428182,B,43,
9663611638361,B,43,
5953048263133,B,43,
2168677158597,B,43,
2360580197949,B,43,
3996228454312,B,43,
4985299447568,B,43,
2778214271565,B,43,
3425167409206,B,43,
5974462762701,B,43,
3744830955631,B,43,
9155470318566,B,43,
9355495972145,B,43,
7431448676510,B,43,
4983425680678,B,43,
2940788667133,B,43,
4231614708789,B,43,
6768351019549,B,43,
7900904333698,B,43,
8133428781779,B,43,
5822832288735,B,43,
4456659118488,B,43,
8783038729434,A,299,
2122422611966,B,299,
9825899245414,B,299,
2104103433910,B,44,
5389794092599,B,44,
4469565771231,B,44,
6702565710571,B,44,
8714532846532,B,44,
6778244603588,B,44,
6536784013861,B,44,
8890840623397,B,44,
2361917328236,B,44,
1472606730909,B,44,
6252423846768,B,44,
3567721740753,B,44,
1785928223913,B,44,
7577885870835,B,44,
8813845429329,B,44,
7705877640047,B,44,
2714123688356,B,44,
1989266560921,B,44,
6217087802357,B,44,
2836612824743,B,44,
7258211013367,B,44,
3203435649944,B,44,
8222681866214,B,44,
7441785707587,B,44,
5117745073588,B,44,
4554961714309,B,44,
1215456108840,B,44,
7131296140675,B,44,
4331364385011,B,44,
6652093717174,B,44,
1468092453880,B,44,
2177798424721,B,44,
4162478175898,B,44,
2354064877089,B,44,
5464759785208,B,44,
6305709390812,B,44,
5343967359473,B,44,
1764443216525,B,44,
8920925406782,B,44,
1360202607569,B,44,
5582292701466,B,44,
6202424771489,B,44,
2403173610096,B,44,
3071265422774,B,44,
8033896790363,B,44,
7855943529345,B,44,
9939919721054,B,44,
3815843807986,B,44,
8278356613480,B,44,
4662694428308,B,44,
3173327399569,B,44,
7544449097779,B,44,
6812183528492,B,44,
9073588531676,B,44,
5444674909620,B,44,
1026330886611,B,44,
1136044650584,B,44,
4202472793695,B,44,
9942142345340,B,44,
3446485860086,B,44,
7716631052958,B,44,
5578523660221,B,44,
2598557499360,B,44,
5475848261649,B,44,
8785869303470,B,44,
2196298002775,B,44,
3036911429109,B,44,
8772645808397,B,44,
7094921981614,B,44,
2474306864674,B,44,
2546630332527,B,44,
2110112196249,B,44,
3065168033536,B,44,
4885198301643,B,44,
9413672180344,B,44,
5415024143834,B,44,
1694615859951,B,44,
3534540305792,B,44,
4103866013460,B,44,
4279381653855,B,44,
5443637296738,B,44,
1320167383261,B,44,
7521008528083,B,44,
2923498151901,B,44,
5898264272794,B,44,
1124507183549,B,44,
2685257492303,B,44,
6058455301331,B,44,
3324206859017,B,44,
2872049145231,B,44,
3916548816171,B,44,
3409344647648,B,44,
4190549905419,B,44,
5475449997431,B,44,
5752777070544,B,44,
7665858038044,B,44,
7828362419192,B,44,
1691791729201,B,44,
6574042895176,B,44,
1395957921966,B,44,
3467939260681,B,44,
3437296327455,B,44,
1268153764401,B,44,
9859899808849,B,44,
7449881403037,B,44,
7612622640864,B,44,
5973602288754,B,44,
3796576889244,B,44,
4612289744856,B,44,
8690173939581,B,44,
1030941508452,B,300,
4922342034165,B,300,
7283734694915,B,300,
1012569422370,B,45,
2407828462085,B,45,
1777857174169,B,45,
4156740900778,B,45,
9228201938972,B,45,
8948695743548,B,45,
9466612072728,B,45,
3262971890732,B,45,
6861521620719,B,45,
4255055356154,B,45,
3818696153825,B,45,
2620451906348,B,45,
7320785752066,B,45,
6866709073569,B,45,
7453905120265,B,45,
2647160360811,B,45,
7020329045837,B,45,
9232292556897,B,45,
1881058650353,B,45,
5074644764524,B,45,
2712002645131,B,45,
3754742649471,B,45,
2939755154099,B,45,
3565827026072,B,45,
5306443414145,B,45,
2490665701592,B,45,
3010808013841,B,45,
1407211429692,B,45,
7776739160844,B,45,
1275931176836,B,45,
9007997585498,B,45,
5949183400879,B,45,
3476617290285,B,45,
3277698763092,B,45,
3031730706832,B,45,
8157024459603,B,45,
5452362171778,B,45,
8904118584802,B,45,
4958148255935,B,45,
8183678414224,B,45,
1844948586981,B,45,
6650299544663,B,45,
2196779655201,B,45,
2664155784529,B,45,
9346368160313,B,45,
9581567228461,B,45,
9607269624889,B,45,
8391086653955,B,45,
6571643795928,B,45,
1547325511020,B,45,
9310311864804,B,45,
8432347133023,B,45,
3358003641810,B,45,
2036251688931,B,45,
6442126413281,B,45,
3032668814719,B,45,
1699674508648,B,45,
4162692420612,B,45,
6921704907423,B,45,
2480721573065,B,45,
4340144494551,B,45,
1598752418277,B,45,
6930519111590,B,45,
9558083436120,B,45,
1206146252124,B,45,
1065487717680,B,45,
1469200554478,B,45,
3170097702686,B,45,
4951566977267,B,45,
8058330899193,B,45,
9311415051582,B,45,
5727168022143,B,45,
4750105217006,B,45,
8203085349433,B,45,
4714143254604,B,45,
3535571235431,B,45,
2686413524758,B,45,
1430632914205,B,45,
2023641214252,B,45,
8228497451361,B,45,
2428899497439,B,45,
5163449670007,B,45,
3440094146894,B,45,
3062327989700,B,45,
9847164556827,B,45,
9942894414398,B,45,
5318410288689,B,45,
3105793167998,B,45,
3936209645315,B,45,
1300165257202,B,45,
5077430099589,B,45,
4921705002102,B,45,
3671376583863,B,45,
3029389387419,B,45,
5710925300639,B,45,
2883124620677,B,45,
9323536218145,B,45,
8399367769629,B,45,
1115044448905,B,45,
5943856025272,B,45,
4931068136645,B,45,
7602960988225,B,45,
5650245951268,B,45,
8067146975459,B,45,
5412733773901,B,45,
9080022520916,B,45,
5379175450213,B,45,
3835077014896,B,45,
2694315980317,B,45,
3355694350854,B,45,
7493124769039,B,45,
3962910984555,B,45,
6221508606844,B,45,
9494457902667,B,45,
7353697932717,B,45,
9005079925396,B,45,
5433656866310,B,45,
9218296817061,B,45,
5851542857103,B,45,
5226244477812,B,45,
2461392475605,B,45,
5393257932428,B,45,
2393047925053,B,45,
8630721429273,B,45,
6478381699916,B,45,
2536082735564,B,45,
4125661229258,B,45,
8061510035458,B,45,
2224365146172,B,45,
7453300670252,B,45,
4638597234926,B,45,
9043073895800,B,45,
6864194801418,B,45,
3624741175819,B,45,
7367105990678,B,45,
5202125747890,B,45,
7630811581214,B,45,
7623960779743,B,301,
5229543543242,B,301,
8791425302926,A,301,
2674275782299,B,46,
3125578350335,B,46,
5207822695693,B,46,
5841306790418,B,46,
6901671143614,B,46,
4912655928331,B,46,
9019218019064,B,46,
1239048608506,B,46,
1486428793189,B,46,
3509840515301,B,46,
5367698129143,B,46,
6741122362037,B,46,
5959558417808,B,46,
9242801410362,B,46,
7516050080303,B,46,
9817387571326,B,46,
9205404501233,B,46,
2968747440531,B,46,
4425230677376,B,46,
5740889503401,B,46,
7469979629613,B,46,
6388626931393,B,46,
9705224267200,B,46,
9398683249131,B,46,
8860630443897,B,46,
3836634643965,B,46,
6121449669451,B,46,
5725985879552,B,46,
7840413553136,B,46,
4676592084795,B,46,
2919614096500,B,46,
9225195177916,B,46,
2083178664340,B,46,
5011662078943,B,46,
8465971321523,B,46,
3158958904332,B,46,
5046210016405,B,46,
5308519554720,B,46,
6815772042004,B,46,
9841468424479,B,46,
4387549986832,B,46,
7373963110232,B,46,
1960711618057,B,46,
2457158234258,B,46,
1881432793345,B,46,
1401275783107,B,46,
7109013049013,B,46,
3458853262570,B,46,
6547486608596,B,46,
3378666596791,B,46,
7550369280337,B,46,
7869772586548,B,46,
2403257362856,B,46,
3342797133764,B,46,
6269043688949,B,46,
8819785624011,B,46,
1056313723141,B,46,
4034142823819,B,46,
4559083666536,B,46,
6864779939006,B,46,
8073882831422,B,46,
3329949402722,B,46,
3867276749278,B,46,
7264020390999,B,46,
7764880639455,B,46,
8791996222646,B,46,
3291675417086,B,46,
5982690652361,B,46,
4777448713774,B,46,
6644513451511,B,46,
8453246260839,B,46,
1664198391518,B,46,
6710804434301,B,46,
9759192831269,B,46,
9146025814480,B,46,
1694167187171,B,46,
2493651962399,B,46,
3780475489100,B,46,
2932864073274,B,46,
9055191819081,B,46,
7698768827699,B,46,
4390509054991,B,46,
8031910061968,B,46,
7429838700683,B,46,
8314109195096,B,46,
1289641528255,B,46,
5967389933533,B,46,
7339596292001,B,46,
9140635981266,B,46,
7293943696776,B,46,
4393522205509,B,46,
4289936558205,B,46,
7677093835159,B,46,
8873074920596,B,46,
2243241231491,B,46,
1034069559299,B,46,
3954111147814,B,46,
6308845867531,B,46,
